call_price,path
31.8674,361,
31.8621,362,
31.8096,363,
31.7778,364,
31.8349,365,
31.7479,366,
31.9153,367,
31.8286,368,
31.8239,369,
31.7531,370,
31.6675,371,
31.7118,372,
31.7159,373,
31.6413,374,
31.7741,375,
31.6896,376,
31.6056,377,
31.6344,378,
31.7218,379,
31.6383,380,
31.5925,381,
31.5586,382,
31.5202,383,
31.4796,384,
31.4626,385,
31.4046,386,
31.4639,387,
31.3828,388,
31.4137,389,
31.3332,390,
31.2876,391,
31.2573,392,
31.4512,393,
31.3713,394,
31.3631,395,
31.3013,396,
31.2523,397,
31.2274,398,
31.2893,399,
31.211,400,
31.2189,401,
31.1492,402,
31.1611,403,
31.0899,404,
31.4294,405,
31.352,406,
31.5458,407,
31.4685,408,
31.5436,409,
31.4667,410,
31.3945,411,
31.4082,412,
31.3791,413,
31.336,414,
31.3027,415,
31.2641,416,
31.1892,417,
31.2973,418,
31.2466,419,
31.2284,420,
31.2083,421,
31.1598,422,
31.2502,423,
31.1765,424,
31.1312,425,
31.1081,426,
31.1279,427,
31.0566,428,
31.1408,429,
31.0684,430,
31.0838,431,
31.0153,432,
31.0615,433,
30.99,434,
31.0027,435,
30.9363,436,
30.96,437,
30.8893,438,
30.819,439,
31.0887,440,
31.1827,441,
31.1122,442,
31.0834,443,
31.0459,444,
31.0067,445,
30.9805,446,
30.9112,447,
31.0545,448,
31.0686,449,
31.0032,450,
30.9689,451,
30.9385,452,
30.9406,453,
30.8825,454,
30.8883,455,
30.8286,456,
30.7612,457,
30.8053,458,
30.9235,459,
30.8562,460,
30.9329,461,
30.8659,462,
30.959,463,
30.8923,464,
30.8687,465,
30.8305,466,
30.7645,467,
30.8371,468,
30.7983,469,
30.7762,470,
31.0889,471,
31.023,472,
30.9574,473,
30.9935,474,
30.9542,475,
30.9329,476,
30.8754,477,
30.8815,478,
30.8536,479,
30.8211,480,
30.9046,481,
30.8405,482,
30.8013,483,
30.7817,484,
30.7469,485,
30.7226,486,
30.7667,487,
30.7036,488,
30.6546,489,
30.6499,490,
30.5875,491,
30.6245,492,
31.2159,493,
31.1527,494,
31.0898,495,
31.15,496,
31.1434,497,
31.095,498,
31.0858,499,
31.0396,500,
30.9776,501,
31.6108,502,
31.5479,503,
32.1252,504,
32.1531,505,
32.0895,506,
32.1037,507,
32.042,508,
31.9864,509,
31.9891,510,
31.9467,511,
31.9297,512,
31.9329,513,
31.8779,514,
31.8807,515,
31.8262,516,
31.7647,517,
31.7997,518,
31.8512,519,
31.79,520,
31.7996,521,
31.7424,522,
31.7903,523,
31.7296,524,
31.6692,525,
31.761,526,
31.7007,527,
31.8033,528,
31.8276,529,
31.7675,530,
31.76,531,
31.7137,532,
31.6542,533,
31.6855,534,
31.6263,535,
31.6576,536,
31.5987,537,
31.7001,538,
31.6568,539,
31.6462,540,
31.7877,541,
31.729,542,
31.8625,543,
31.804,544,
31.761,545,
31.7503,546,
31.6932,547,
31.7079,548,
31.7134,549,
31.6612,550,
31.6064,551,
31.6175,552,
31.6449,553,
31.5878,554,
31.6173,555,
31.5604,556,
31.5229,557,
31.5073,558,
31.4534,559,
31.4651,560,
31.409,561,
31.4457,562,
31.3899,563,
31.6444,564,
31.5884,565,
31.6253,566,
31.8441,567,
31.788,568,
31.7322,569,
31.7526,570,
31.7931,571,
31.7375,572,
31.6821,573,
31.7411,574,
31.7015,575,
31.69,576,
31.6784,577,
31.6392,578,
31.5845,579,
31.6259,580,
31.669,581,
31.6146,582,
31.5604,583,
31.609,584,
31.8485,585,
31.7942,586,
31.74,587,
31.7565,588,
31.7026,589,
31.7252,590,
31.6716,591,
31.7483,592,
31.6947,593,
31.7212,594,
31.7155,595,
31.6736,596,
31.6795,597,
31.6311,598,
31.6617,599,
31.6089,600,
31.6149,601,
31.567,602,
31.5858,603,
31.5336,604,
31.5344,605,
31.4898,606,
31.4844,607,
31.4438,608,
31.3922,609,
31.5065,610,
31.4955,611,
31.4591,612,
31.4077,613,
31.4317,614,
31.3866,615,
31.3899,616,
31.3969,617,
31.3501,618,
31.2995,619,
31.3641,620,
31.3852,621,
31.3347,622,
31.3141,623,
31.2869,624,
31.2701,625,
31.2398,626,
31.228,627,
31.194,628,
31.1515,629,
31.1531,630,
31.1609,631,
31.1152,632,
31.0661,633,
31.1175,634,
31.0685,635,
31.1124,636,
31.0875,637,
31.0662,638,
31.1187,639,
31.0701,640,
31.1051,641,
31.0566,642,
31.041,643,
31.0116,644,
31.027,645,
30.979,646,
30.9365,647,
30.9409,648,
30.8932,649,
30.947,650,
30.9281,651,
30.9024,652,
30.86,653,
30.8654,654,
30.8546,655,
30.8227,656,
30.8028,657,
30.7788,658,
30.7492,659,
30.736,660,
30.6895,661,
30.7054,662,
30.6698,663,
30.6655,664,
30.6324,665,
30.6248,666,
30.5974,667,
30.5826,668,
30.5586,669,
30.5403,670,
30.5071,671,
30.5005,672,
30.4569,673,
30.4687,674,
30.4235,675,
30.5081,676,
30.4735,677,
30.4696,678,
30.4248,679,
30.4417,680,
30.4444,681,
30.4061,682,
30.4097,683,
30.3711,684,
30.3523,685,
30.3304,686,
30.3436,687,
30.3005,688,
30.3122,689,
30.27,690,
30.3738,691,
30.33,692,
30.3055,693,
30.29,694,
30.3884,695,
30.3448,696,
30.3068,697,
30.3108,698,
30.2866,699,
30.2712,700,
30.2534,701,
30.2317,702,
30.233,703,
30.1972,704,
30.1674,705,
30.1597,706,
30.1531,707,
30.1228,708,
30.3147,709,
30.272,710,
30.2294,711,
30.2737,712,
30.2764,713,
30.2402,714,
30.2053,715,
30.2059,716,
30.1913,717,
30.1676,718,
30.151,719,
30.1294,720,
30.1665,721,
30.1248,722,
30.0831,723,
30.2642,724,
30.2236,725,
30.2358,726,
30.2343,727,
30.2013,728,
30.1875,729,
30.1638,730,
30.2397,731,
30.1984,732,
30.1577,733,
30.1712,734,
30.3054,735,
30.2642,736,
30.2231,737,
30.2405,738,
30.2812,739,
30.2403,740,
30.2466,741,
30.2098,742,
30.1867,743,
30.1729,744,
30.2053,745,
30.1648,746,
30.1244,747,
30.2748,748,
30.2344,749,
30.2731,750,
30.2814,751,
30.2439,752,
30.2525,753,
30.215,754,
30.1904,755,
30.179,756,
30.1699,757,
30.1437,758,
30.1603,759,
30.1207,760,
30.3304,761,
30.2906,762,
30.2969,763,
30.2609,764,
30.2229,765,
30.2335,766,
30.2503,767,
30.2109,768,
30.1716,769,
30.2062,770,
30.167,771,
30.4216,772,
30.4029,773,
30.3852,774,
30.346,775,
30.4187,776,
30.3796,777,
30.4159,778,
30.4784,779,
30.4393,780,
30.4616,781,
30.4226,782,
30.4374,783,
30.3986,784,
30.3747,785,
30.3635,786,
30.3249,787,
30.5465,788,
30.5375,789,
30.5117,790,
30.4957,791,
30.4761,792,
30.4376,793,
30.5178,794,
30.5045,795,
30.4825,796,
30.4548,797,
30.4491,798,
30.411,799,
30.433,800,
30.4052,801,
30.4,802,
30.3965,803,
30.3677,804,
30.3684,805,
30.3371,806,
30.3452,807,
30.31,808,
30.2966,809,
30.2758,810,
30.24,811,
30.2498,812,
30.2791,813,
30.2419,814,
30.2136,815,
30.2105,816,
30.2151,817,
30.1823,818,
30.1493,819,
30.1546,820,
30.1179,821,
30.3058,822,
30.269,823,
30.3248,824,
30.3099,825,
30.2911,826,
30.3108,827,
30.2742,828,
30.2377,829,
30.2581,830,
30.2217,831,
30.308,832,
30.2716,833,
30.3454,834,
30.309,835,
30.3437,836,
30.3538,837,
30.3187,838,
30.2854,839,
30.2922,840,
30.2562,841,
30.3459,842,
30.3273,843,
30.3129,844,
30.2925,845,
30.2802,846,
30.2656,847,
30.2474,848,
30.2264,849,
30.2152,850,
30.1797,851,
30.2168,852,
30.1832,853,
30.1918,854,
30.2242,855,
30.1889,856,
30.1947,857,
30.1627,858,
30.1542,859,
30.1315,860,
30.1354,861,
30.1047,862,
30.0751,863,
30.0773,864,
30.0425,865,
30.1237,866,
30.2823,867,
30.2474,868,
30.2354,869,
30.2158,870,
30.1811,871,
30.4699,872,
30.5077,873,
30.4728,874,
30.438,875,
30.5512,876,
30.525,877,
30.5211,878,
30.5041,879,
30.4889,880,
30.4801,881,
30.4577,882,
30.4696,883,
30.4351,884,
30.4382,885,
30.4082,886,
30.3957,887,
30.3768,888,
30.3426,889,
30.4445,890,
30.4103,891,
30.4544,892,
30.5704,893,
30.5362,894,
30.5021,895,
30.5274,896,
30.4998,897,
30.499,898,
30.4943,899,
30.4695,900,
30.4641,901,
30.4399,902,
30.4062,903,
30.4484,904,
30.4377,905,
30.4178,906,
30.5054,907,
30.4718,908,
30.4451,909,
30.4437,910,
30.475,911,
30.4415,912,
30.5567,913,
30.5233,914,
30.4899,915,
30.5016,916,
30.4683,917,
30.4812,918,
30.4597,919,
30.4513,920,
30.4763,921,
30.4432,922,
30.4935,923,
30.4605,924,
30.4276,925,
30.4415,926,
30.4563,927,
30.4235,928,
30.4285,929,
30.3988,930,
30.3799,931,
30.369,932,
30.3367,933,
30.3476,934,
30.3489,935,
30.3216,936,
30.2892,937,
30.3333,938,
30.301,939,
30.321,940,
30.2888,941,
30.3338,942,
30.323,943,
30.3045,944,
30.2724,945,
30.4594,946,
30.4272,947,
30.454,948,
30.4481,949,
30.4256,950,
30.4055,951,
30.3967,952,
30.3648,953,
30.4226,954,
30.4265,955,
30.3981,956,
30.3741,957,
30.3709,958,
30.4002,959,
30.3686,960,
30.337,961,
30.3775,962,
30.4851,963,
30.4535,964,
30.4219,965,
30.5242,966,
30.4926,967,
30.5505,968,
30.5354,969,
30.5213,970,
30.5368,971,
30.5053,972,
30.5712,973,
30.5398,974,
30.5085,975,
30.5208,976,
30.4961,977,
30.4945,978,
30.5098,979,
30.4786,980,
30.4643,981,
30.4499,982,
30.4621,983,
30.4311,984,
30.433,985,
30.4066,986,
30.4097,987,
30.3826,988,
30.3959,989,
30.3652,990,
30.3346,991,
30.425,992,
30.3944,993,
30.4096,994,
30.3791,995,
30.3958,996,
30.3869,997,
30.3682,998,
30.368,999,
30.3432,1000,
30.3394,1001,
30.317,1002,
30.294,1003,
30.2914,1004,
30.2612,1005,
30.2774,1006,
30.2473,1007,
30.262,1008,
30.262,1009,
30.2375,1010,
30.2076,1011,
30.235,1012,
30.2463,1013,
30.2165,1014,
30.1867,1015,
30.2155,1016,
30.1858,1017,
30.2626,1018,
30.2635,1019,
30.2387,1020,
30.2091,1021,
30.247,1022,
30.3206,1023,
30.291,1024,
30.2762,1025,
30.2639,1026,
30.2607,1027,
30.2387,1028,
30.2907,1029,
30.2613,1030,
30.232,1031,
30.3504,1032,
30.3445,1033,
30.3244,1034,
30.3323,1035,
30.3041,1036,
30.2904,1037,
30.2773,1038,
30.2481,1039,
30.3183,1040,
30.3007,1041,
30.292,1042,
30.2801,1043,
30.2653,1044,
30.2803,1045,
30.2514,1046,
30.2225,1047,
30.2843,1048,
30.267,1049,
30.2582,1050,
30.3637,1051,
30.3348,1052,
30.3193,1053,
30.3085,1054,
30.2839,1055,
30.2857,1056,
30.2687,1057,
30.2598,1058,
30.2704,1059,
30.2418,1060,
30.2133,1061,
30.2319,1062,
30.2034,1063,
30.2284,1064,
30.2068,1065,
30.2044,1066,
30.2683,1067,
30.2399,1068,
30.3254,1069,
30.297,1070,
30.2687,1071,
30.2795,1072,
30.2512,1073,
30.3087,1074,
30.2805,1075,
30.3168,1076,
30.3058,1077,
30.291,1078,
30.2629,1079,
30.2899,1080,
30.2783,1081,
30.2642,1082,
30.2362,1083,
30.2782,1084,
30.3054,1085,
30.2774,1086,
30.256,1087,
30.2539,1088,
30.236,1089,
30.2291,1090,
30.2053,1091,
30.2074,1092,
30.214,1093,
30.1878,1094,
30.1811,1095,
30.1633,1096,
30.1978,1097,
30.1703,1098,
30.1826,1099,
30.1552,1100,
30.181,1101,
30.1536,1102,
30.1586,1103,
30.1336,1104,
30.1139,1105,
30.1101,1106,
30.1691,1107,
30.1419,1108,
30.1376,1109,
30.1183,1110,
30.0971,1111,
30.0958,1112,
30.0863,1113,
30.0713,1114,
30.056,1115,
30.047,1116,
30.0284,1117,
30.0236,1118,
29.9968,1119,
30.0093,1120,
29.9825,1121,
30.0317,1122,
30.0144,1123,
30.0081,1124,
29.9941,1125,
29.9839,1126,
29.959,1127,
29.9652,1128,
29.9387,1129,
29.9793,1130,
29.9527,1131,
29.9686,1132,
29.9874,1133,
29.961,1134,
29.9509,1135,
29.9371,1136,
29.939,1137,
29.9166,1138,
29.9479,1139,
29.9216,1140,
29.8954,1141,
29.9073,1142,
29.9136,1143,
29.889,1144,
29.8631,1145,
29.8724,1146,
29.8532,1147,
29.8504,1148,
29.8244,1149,
29.8734,1150,
29.859,1151,
29.8501,1152,
29.8243,1153,
29.8376,1154,
29.855,1155,
29.8292,1156,
29.817,1157,
29.806,1158,
29.7803,1159,
29.9634,1160,
29.9379,1161,
29.9467,1162,
29.9481,1163,
29.9265,1164,
29.9101,1165,
29.9038,1166,
29.8782,1167,
29.8984,1168,
29.9754,1169,
29.9498,1170,
29.9242,1171,
29.9552,1172,
29.9723,1173,
29.9468,1174,
30.009,1175,
29.9835,1176,
29.958,1177,
29.9808,1178,
29.977,1179,
29.959,1180,
29.9336,1181,
29.9895,1182,
29.9689,1183,
29.9691,1184,
29.9455,1185,
29.9511,1186,
29.9403,1187,
29.9283,1188,
29.9503,1189,
29.9251,1190,
29.9488,1191,
29.9236,1192,
29.9314,1193,
29.907,1194,
29.8856,1195,
29.8876,1196,
29.9054,1197,
29.8805,1198,
29.8789,1199,
29.8598,1200,
29.835,1201,
29.902,1202,
29.8772,1203,
29.9474,1204,
29.9225,1205,
29.9483,1206,
29.9609,1207,
29.9361,1208,
29.9113,1209,
29.9671,1210,
29.9571,1211,
29.9447,1212,
29.9956,1213,
29.9709,1214,
29.9462,1215,
29.9604,1216,
29.9358,1217,
29.9523,1218,
29.9277,1219,
29.9708,1220,
29.9754,1221,
29.9529,1222,
29.9583,1223,
29.9355,1224,
29.9241,1225,
29.9134,1226,
29.8891,1227,
29.898,1228,
29.9039,1229,
29.881,1230,
29.8629,1231,
29.8606,1232,
29.8364,1233,
29.8533,1234,
29.8292,1235,
29.8416,1236,
29.8269,1237,
29.8203,1238,
29.8075,1239,
29.7987,1240,
29.8269,1241,
29.8029,1242,
29.8926,1243,
29.8685,1244,
29.8544,1245,
29.8472,1246,
29.8232,1247,
29.8977,1248,
29.8884,1249,
29.8761,1250,
29.8522,1251,
29.9292,1252,
29.9396,1253,
29.9158,1254,
29.9111,1255,
29.895,1256,
29.9154,1257,
29.8916,1258,
29.8714,1259,
29.8732,1260,
29.8495,1261,
29.8618,1262,
29.8534,1263,
29.8406,1264,
29.8258,1265,
29.8198,1266,
29.8036,1267,
29.7995,1268,
29.9094,1269,
29.8858,1270,
29.9601,1271,
29.9365,1272,
29.9617,1273,
29.9382,1274,
29.967,1275,
29.9435,1276,
29.9226,1277,
29.926,1278,
29.9026,1279,
29.9279,1280,
30.1072,1281,
30.0837,1282,
30.0827,1283,
30.0643,1284,
30.0518,1285,
30.0431,1286,
30.0923,1287,
30.0689,1288,
30.0724,1289,
30.0515,1290,
30.07,1291,
30.0467,1292,
30.0387,1293,
30.0257,1294,
30.0199,1295,
30.0052,1296,
29.982,1297,
30.0048,1298,
30.0606,1299,
30.0375,1300,
30.0568,1301,
30.0337,1302,
30.0107,1303,
30.034,1304,
30.011,1305,
30.0759,1306,
30.057,1307,
30.0574,1308,
30.0344,1309,
30.0679,1310,
30.045,1311,
30.0824,1312,
30.0731,1313,
30.0616,1314,
30.0387,1315,
30.1238,1316,
30.1172,1317,
30.1033,1318,
30.1287,1319,
30.1059,1320,
30.0965,1321,
30.0852,1322,
30.0871,1323,
30.0675,1324,
30.0755,1325,
30.0529,1326,
30.057,1327,
30.0363,1328,
30.0137,1329,
30.0973,1330,
30.0747,1331,
30.0915,1332,
30.0931,1333,
30.0738,1334,
30.0554,1335,
30.0556,1336,
30.0332,1337,
30.0813,1338,
30.0588,1339,
30.0844,1340,
30.127,1341,
30.1046,1342,
30.0822,1343,
30.0948,1344,
30.0782,1345,
30.0758,1346,
30.071,1347,
30.0561,1348,
30.0338,1349,
30.0543,1350,
30.0321,1351,
30.1094,1352,
30.1127,1353,
30.0927,1354,
30.1033,1355,
30.0811,1356,
30.0865,1357,
30.0655,1358,
30.0434,1359,
30.0861,1360,
30.0816,1361,
30.0667,1362,
30.1104,1363,
30.0883,1364,
30.1337,1365,
30.1116,1366,
30.0978,1367,
30.092,1368,
30.0823,1369,
30.0719,1370,
30.0918,1371,
30.0699,1372,
30.1109,1373,
30.089,1374,
30.0853,1375,
30.07,1376,
30.0763,1377,
30.0552,1378,
30.0464,1379,
30.0354,1380,
30.025,1381,
30.0156,1382,
29.9939,1383,
30.0149,1384,
30.0936,1385,
30.0719,1386,
30.0665,1387,
30.0527,1388,
30.0316,1389,
30.0382,1390,
30.0302,1391,
30.0186,1392,
30.0226,1393,
30.0029,1394,
30.0042,1395,
29.986,1396,
29.9646,1397,
29.9995,1398,
29.9925,1399,
29.9802,1400,
29.9773,1401,
29.9619,1402,
29.9633,1403,
29.9452,1404,
29.9353,1405,
29.9259,1406,
29.9205,1407,
29.9071,1408,
29.9028,1409,
29.8886,1410,
29.8759,1411,
29.8698,1412,
29.8486,1413,
29.871,1414,
29.8616,1415,
29.852,1416,
29.859,1417,
29.8383,1418,
29.8173,1419,
29.8852,1420,
29.8641,1421,
29.9169,1422,
29.9086,1423,
29.8979,1424,
29.8796,1425,
29.882,1426,
29.861,1427,
29.9253,1428,
29.9044,1429,
29.9137,1430,
29.8928,1431,
29.9243,1432,
29.909,1433,
29.9066,1434,
29.9001,1435,
29.888,1436,
29.8843,1437,
29.87,1438,
29.8673,1439,
29.8524,1440,
29.8979,1441,
29.8771,1442,
29.8883,1443,
29.8676,1444,
29.8589,1445,
29.8489,1446,
29.8389,1447,
29.8303,1448,
29.8304,1449,
29.8138,1450,
29.8176,1451,
29.7989,1452,
29.785,1453,
29.7812,1454,
29.7713,1455,
29.7628,1456,
29.7525,1457,
29.7444,1458,
29.7494,1459,
29.7303,1460,
29.723,1461,
29.7121,1462,
29.6925,1463,
29.6987,1464,
29.6958,1465,
29.6814,1466,
29.6621,1467,
29.6679,1468,
29.6723,1469,
29.6537,1470,
29.6463,1471,
29.6357,1472,
29.6817,1473,
29.6615,1474,
29.6414,1475,
29.6517,1476,
29.6384,1477,
29.6343,1478,
29.631,1479,
29.6172,1480,
29.6295,1481,
29.6095,1482,
29.6481,1483,
29.6281,1484,
29.6307,1485,
29.6133,1486,
29.6304,1487,
29.6105,1488,
29.6031,1489,
29.5928,1490,
29.573,1491,
29.5837,1492,
29.5639,1493,
29.5866,1494,
29.6187,1495,
29.5989,1496,
29.5791,1497,
29.5876,1498,
29.5879,1499,
29.572,1500,
29.5523,1501,
29.6789,1502,
29.723,1503,
29.7032,1504,
29.6841,1505,
29.6902,1506,
29.7131,1507,
29.6934,1508,
29.6745,1509,
29.6803,1510,
29.7324,1511,
29.7127,1512,
29.7042,1513,
29.6951,1514,
29.6755,1515,
29.7018,1516,
29.689,1517,
29.6848,1518,
29.689,1519,
29.671,1520,
29.6591,1521,
29.6538,1522,
29.6344,1523,
29.664,1524,
29.674,1525,
29.6546,1526,
29.6352,1527,
29.6667,1528,
29.6551,1529,
29.6496,1530,
29.6337,1531,
29.6343,1532,
29.6165,1533,
29.6207,1534,
29.6298,1535,
29.6106,1536,
29.5945,1537,
29.5956,1538,
29.5793,1539,
29.5809,1540,
29.5617,1541,
29.6085,1542,
29.6038,1543,
29.5918,1544,
29.5825,1545,
29.5747,1546,
29.5556,1547,
29.5691,1548,
29.55,1549,
29.5776,1550,
29.6461,1551,
29.6269,1552,
29.6503,1553,
29.6312,1554,
29.6222,1555,
29.6141,1556,
29.5995,1557,
29.5986,1558,
29.6129,1559,
29.5939,1560,
29.5749,1561,
29.5937,1562,
29.5747,1563,
29.5939,1564,
29.5749,1565,
29.62,1566,
29.6011,1567,
29.6218,1568,
29.6118,1569,
29.605,1570,
29.5911,1571,
29.5894,1572,
29.6162,1573,
29.5974,1574,
29.5854,1575,
29.581,1576,
29.5686,1577,
29.5649,1578,
29.5652,1579,
29.5501,1580,
29.5333,1581,
29.5366,1582,
29.5179,1583,
29.5614,1584,
29.5767,1585,
29.558,1586,
29.5878,1587,
29.5692,1588,
29.605,1589,
29.5864,1590,
29.6169,1591,
29.5983,1592,
29.6084,1593,
29.5898,1594,
29.5713,1595,
29.5884,1596,
29.5839,1597,
29.5722,1598,
29.5538,1599,
29.6144,1600,
29.6281,1601,
29.6096,1602,
29.6024,1603,
29.5931,1604,
29.6152,1605,
29.5967,1606,
29.579,1607,
29.5846,1608,
29.608,1609,
29.5896,1610,
29.586,1611,
29.5738,1612,
29.5607,1613,
29.5584,1614,
29.5731,1615,
29.5548,1616,
29.5479,1617,
29.5385,1618,
29.5811,1619,
29.5628,1620,
29.5511,1621,
29.5471,1622,
29.5431,1623,
29.5313,1624,
29.5392,1625,
29.5211,1626,
29.5464,1627,
29.5283,1628,
29.5132,1629,
29.5143,1630,
29.4962,1631,
29.5105,1632,
29.5179,1633,
29.4998,1634,
29.5051,1635,
29.4878,1636,
29.5127,1637,
29.4947,1638,
29.4767,1639,
29.5139,1640,
29.5185,1641,
29.5016,1642,
29.5264,1643,
29.5085,1644,
29.4944,1645,
29.4941,1646,
29.4762,1647,
29.508,1648,
29.4901,1649,
29.5081,1650,
29.4964,1651,
29.4927,1652,
29.4749,1653,
29.5049,1654,
29.5068,1655,
29.4915,1656,
29.4867,1657,
29.476,1658,
29.4904,1659,
29.4727,1660,
29.497,1661,
29.4793,1662,
29.4889,1663,
29.4712,1664,
29.4706,1665,
29.4569,1666,
29.4851,1667,
29.4674,1668,
29.4917,1669,
29.474,1670,
29.4656,1671,
29.4584,1672,
29.4407,1673,
29.4667,1674,
29.4536,1675,
29.4522,1676,
29.4394,1677,
29.4377,1678,
29.4405,1679,
29.4249,1680,
29.4074,1681,
29.4315,1682,
29.4141,1683,
29.4491,1684,
29.4316,1685,
29.4519,1686,
